"id_objet","classement_objet","nom_objet","description","texte_creation","texte_decouverte","texte_ventes","texte_conservation","description_en","texte_creation_en","texte_decouverte_en","texte_ventes_en","texte_conservation_en","auteur_objet","type_objet","categorie_picto","type_vase","matiere_filtre","dim_cm","echelle_cm","lieu_creation_nom","lieu_creation_pays","lieu_creation_lat","lieu_creation_long","lieu_creation_type","date_creation_string","date_creation_debut","date_creation_fin","lieu_decouverte_nom","lieu_decouverte_lat","lieu_decouverte_long","lieu_decouverte_type","lieu_decouverte_pays","lieu_decouverte_certitude","date_decouverte_string","date_decouverte_debut","date_decouverte_fin","conservation_nom","conservation_date_entree","conservation_ville","conservation_id","conservation_pays","lieu_conservation_lat","lieu_conservation_long","conservation_type","URL_objet_AGORHA","image_exists"
"145016","2","Fragment de candélabre : têtes de Gorgone",,,,,,,,,,,,"objet civil domestique","mobilier / instrument",,"métal",,,,,,,,,,,"Étrurie","42.4210287479","11.7527441248","région","Italie","certain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003145016","0"
"255003","2","Fragment de strigile",,,,,,,,,,,,"objet civil domestique","mobilier / instrument",,"métal",,,,,,,,,,,"Étrurie","42.4210287479","11.7527441248","région","Italie","certain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003255003","0"
"255011","2","Fragments de baguettes et autres",,,,,,,,,,,,"objet civil domestique","mobilier / instrument",,"métal",,,,,,,,,,,"Étrurie","42.4210287479","11.7527441248","région","Italie","certain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003255011","0"
"254997","2","Instrument d'usage inconnu (1)",,,,,,,,,,,,"objet civil domestique","mobilier / instrument",,"métal",,,,,,,,,,,"Étrurie","42.4210287479","11.7527441248","région","Italie","certain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003254997","0"
"254998","2","Instrument d'usage inconnu (2)",,,,,,,,,,,,"objet civil domestique","mobilier / instrument",,"métal",,,,,,,,,,,"Étrurie","42.4210287479","11.7527441248","région","Italie","certain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003254998","0"
"254999","2","Instrument d'usage inconnu (3)",,,,,,,,,,,,"objet civil domestique","mobilier / instrument",,"métal",,,,,,,,,,,"Étrurie","42.4210287479","11.7527441248","région","Italie","certain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003254999","0"
"144541","2","Manche d'une patère étrusque en forme de figurine féminine",,,,,,,,,,,,"objet civil domestique","mobilier / instrument",,"métal",,,"Vulci","Italie","42.4192224","11.6286618333","ville","L'an 360 avant J.C.","-360","-340","Canino","42.466866","11.750919","ville","Italie","certain",,,,"British Museum","1837","Londres",,"Royaume-Uni","51.519533","-0.127000","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003144541","1"
"254817","2","Manche orné de trois rotules",,,,,,,,,,,,"objet civil domestique","mobilier / instrument",,"métal",,,,,,,,,,,"Étrurie","42.4210287479","11.7527441248","région","Italie","certain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003254817","0"
"255016","2","Miroir (1)",,,,,,,,,,,,"objet civil domestique","mobilier / instrument",,"métal",,,,,,,,,,,"Étrurie","42.4210287479","11.7527441248","région","Italie","certain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003255016","0"
"255017","2","Miroir (2)",,,,,,,,,,,,"objet civil domestique","mobilier / instrument",,"métal",,,,,,,,,,,"Étrurie","42.4210287479","11.7527441248","région","Italie","certain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003255017","0"
"254995","2","Mors de cheval (1)",,,,,,,,,,,,"objet civil domestique","mobilier / instrument",,"métal",,,,,,,,,,,"Étrurie","42.4210287479","11.7527441248","région","Italie","certain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003254995","0"
"254996","2","Mors de cheval (2)",,,,,,,,,,,,"objet civil domestique","mobilier / instrument",,"métal",,,,,,,,,,,"Étrurie","42.4210287479","11.7527441248","région","Italie","certain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003254996","0"
"144572","2","Passoire étrusque",,,,,,,,,,,,"objet civil domestique","mobilier / instrument",,"métal","30,5 x 10,2 x 30,5 cm","30,5","Étrurie","Italie","42.4210287479","11.7527441248","région","5e siècle avant J.C.","-500","-400","Étrurie","42.4210287479","11.7527441248","région","Italie","certain",,,,"British Museum","1837","Londres",,"Royaume-Uni","51.519533","-0.127000","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003144572","1"
"144456","2","Patère étrusque",,,,,,,,,,,,"objet civil domestique","mobilier / instrument",,"métal","33 cm (hauteur)","33","Vulci","Italie","42.4192224","11.6286618333","ville","L'an 360 avant J.C.","-360","-340","Canino","42.466866","11.750919","ville","Italie","certain",,,,"British Museum","1837","Londres",,"Royaume-Uni","51.519533","-0.127000","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003144456","1"
"254820","2","Plateau : feuilles de palmier et têtes de cerf",,,,,,,,,,,,"objet civil domestique","mobilier / instrument",,"métal",,,,,,,,,,,"Étrurie","42.4210287479","11.7527441248","région","Italie","certain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003254820","0"
"254815","2","Simpulum : cou de cygne",,,,,,,,,,,,"objet civil domestique","mobilier / instrument",,"métal",,,,,,,,,,,"Étrurie","42.4210287479","11.7527441248","région","Italie","certain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003254815","0"
"254814","2","Simpulum : cygne",,,,,,,,,,,,"objet civil domestique","mobilier / instrument",,"métal",,,,,,,,,,,"Étrurie","42.4210287479","11.7527441248","région","Italie","certain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003254814","0"
"254991","2","Simpulum (1)",,,,,,,,,,,,"objet civil domestique","mobilier / instrument",,"métal",,,,,,,,,,,"Étrurie","42.4210287479","11.7527441248","région","Italie","certain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003254991","0"
"254992","2","Simpulum (2)",,,,,,,,,,,,"objet civil domestique","mobilier / instrument",,"métal",,,,,,,,,,,"Étrurie","42.4210287479","11.7527441248","région","Italie","certain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003254992","0"
"254993","2","Simpulum (3)",,,,,,,,,,,,"objet civil domestique","mobilier / instrument",,"métal",,,,,,,,,,,"Étrurie","42.4210287479","11.7527441248","région","Italie","certain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003254993","0"
"254994","2","Simpulum (4)",,,,,,,,,,,,"objet civil domestique","mobilier / instrument",,"métal",,,,,,,,,,,"Étrurie","42.4210287479","11.7527441248","région","Italie","certain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003254994","0"
"255000","2","Strigile (1)",,,,,,,,,,,,"objet civil domestique","mobilier / instrument",,"métal",,,,,,,,,,,"Étrurie","42.4210287479","11.7527441248","région","Italie","certain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003255000","0"
"255001","2","Strigile (2)",,,,,,,,,,,,"objet civil domestique","mobilier / instrument",,"métal",,,,,,,,,,,"Étrurie","42.4210287479","11.7527441248","région","Italie","certain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003255001","0"
"255002","2","Strigile (3)",,,,,,,,,,,,"objet civil domestique","mobilier / instrument",,"métal",,,,,,,,,,,"Étrurie","42.4210287479","11.7527441248","région","Italie","certain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003255002","0"
"255018","2","Support d'amphore pointue (1)",,,,,,,,,,,,"objet civil domestique","mobilier / instrument",,"métal",,,,,,,,,,,"Étrurie","42.4210287479","11.7527441248","région","Italie","certain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003255018","0"
"255019","2","Support d'amphore pointue (2)",,,,,,,,,,,,"objet civil domestique","mobilier / instrument",,"métal",,,,,,,,,,,"Étrurie","42.4210287479","11.7527441248","région","Italie","certain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003255019","0"
"255020","2","Support d'amphore pointue (3)",,,,,,,,,,,,"objet civil domestique","mobilier / instrument",,"métal",,,,,,,,,,,"Étrurie","42.4210287479","11.7527441248","région","Italie","certain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003255020","0"
"255021","2","Support d'amphore pointue (4)",,,,,,,,,,,,"objet civil domestique","mobilier / instrument",,"métal",,,,,,,,,,,"Étrurie","42.4210287479","11.7527441248","région","Italie","certain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003255021","0"
"254821","2","Chaîne",,,,,,,,,,,,"objet mobilier","mobilier / instrument",,"métal",,,,,,,,,,,"Étrurie","42.4210287479","11.7527441248","région","Italie","certain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003254821","0"
"254850","2","Figurine : deux éphèbes portant un blessé",,,,,,,,,,,,"objet mobilier","mobilier / instrument",,"métal",,,,,,,,,,,"Vulci","42.4192224","11.6286618333","ville","Italie","certain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003254850","0"
"250636","2","Fourreau en bronze, représentant un monstre marin tricéphale.",,,,,,,,,,,,"objet mobilier","mobilier / instrument",,"métal",,,,,,,,"Vers l'an 475 avant J.C.",,,"Vulci","42.4192224","11.6286618333","ville","Italie","certain",,,,"BnF - département des Monnaies, médailles et antiques","1858",,,"France","48.86738","2.338384","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003250636","0"
"254860","2","Lot de fragments",,,,,,,,,,,,"objet mobilier","mobilier / instrument",,,,,,,,,,,,,"Étrurie","42.4210287479","11.7527441248","région","Italie","certain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003254860","0"
"144458","2","Trépied étrusque et sa vasque",,,,,,,,,,,,"objet mobilier","mobilier / instrument",,"métal","66 cm (hauteur)","66","Vulci","Italie","42.4192224","11.6286618333","ville","L'an 525 avant J.C.","-525","-450","Vulci","42.4192224","11.6286618333","ville","Italie","certain",,,,"British Museum","1837","Londres",,"Royaume-Uni","51.519533","-0.127000","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003144458","1"
"144464","2","Main provenant d'un vase canope étrusque",,,,,,,,,,,,"ronde-bosse","sculpture",,"métal","31,7 cm (hauteur)","31,7","Étrurie","Italie","42.4210287479","11.7527441248","région","L'an 650 avant J.C.","-650","-600","Étrurie","42.4210287479","11.7527441248","région","Italie","certain",,,,"British Museum","1837","Londres",,"Royaume-Uni","51.519533","-0.127000","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003144464","1"
"144555","2","Athlète portant des haltères",,,,,,,,,,,,"sculpture","sculpture",,"métal",,,"Vulci","Italie","42.4192224","11.6286618333","ville","L'an 420 avant J.C.",,,"Étrurie","42.4210287479","11.7527441248","région","Italie","certain",,,,"British Museum","1837","Londres",,"Royaume-Uni","51.519533","-0.127000","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003144555","0"
"144460","2","Femme allongée jouant de la lyre",,,,,,,,,,,,"sculpture","sculpture",,"métal","9 x  ? x 9 cm","9","Étrurie","Italie","42.4210287479","11.7527441248","région",,,,"Étrurie","42.4210287479","11.7527441248","région","Italie","certain",,,,"British Museum","1837","Londres",,"Royaume-Uni","51.519533","-0.127000","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003144460","1"
"141568","2","Licorne - 1",,,,,,,,,,,,"sculpture","sculpture",,"métal","15 x  ? x 15 cm","15",,,,,,"19e siècle",,,"Étrurie","42.4210287479","11.7527441248","région","Italie","certain",,,,"Musée Antoine Vivenel","1843","Compiègne",,"France","49.417635","2.821754","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003141568","1"
"141572","2","Licorne - 2",,,,,,,,,,,,"sculpture","sculpture",,"métal","15 x  ? x 15 cm","15",,,,,,"19e siècle",,,"Étrurie","42.4210287479","11.7527441248","région","Italie","certain",,,,"Musée Antoine Vivenel","1843","Compiègne",,"France","49.417635","2.821754","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003141572","1"
"144531","2","Pélée enlevant Thétis",,,,,,,,,,,,"sculpture","sculpture",,"métal",,,"Étrurie","Italie","42.4210287479","11.7527441248","région","L'an 410 avant J.C.","-410","-380","Vulci","42.4192224","11.6286618333","ville","Italie","certain",,,,"British Museum","1837","Londres",,"Royaume-Uni","51.519533","-0.127000","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003144531","1"
"144704","2","Amphore à col attique à figures noires",,,,,,,,,,,,"vase","vase","Amphore","terre cuite","24 cm (hauteur)","24","Athènes","Grèce","37.998949","23.725464","ville","Début 5e siècle avant J.C.",,,"Étrurie","42.4210287479","11.7527441248","région","Italie","certain",,,,"British Museum","1837","Londres",,"Royaume-Uni","51.519533","-0.127000","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003144704","0"
"254737","2","Amphore à figures noires : char d'Héraclès",,,,,,,,,,,,"vase","vase","Amphore","terre cuite",,,,,,,,,,,"Étrurie","42.4210287479","11.7527441248","région","Italie","certain",,,,"Château-Musée",,"Boulogne-sur-mer",,"France","50.725722","1.617264","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003254737","0"
"254632","2","Amphore à figures noires : Dionysos entre deux ménades",,,,,,,,,,,,"vase","vase","Amphore","terre cuite",,,,,,,,,,,"Étrurie","42.4210287479","11.7527441248","région","Italie","certain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003254632","0"
"254630","2","Amphore à figures noires : Dionysos entre deux satyres",,,,,,,,,,,,"vase","vase","Amphore","terre cuite",,,,,,,,,,,"Étrurie","42.4210287479","11.7527441248","région","Italie","certain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003254630","0"
"254637","2","Amphore à figures noires : Dionysos et Ariane",,,,,,,,,,,,"vase","vase","Amphore","terre cuite",,,,,,,,,,,"Étrurie","42.4210287479","11.7527441248","région","Italie","certain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003254637","0"
"254641","2","Amphore à figures noires : Dionysos et Déméter",,,,,,,,,,,,"vase","vase","Amphore","terre cuite",,,,,,,,,,,"Étrurie","42.4210287479","11.7527441248","région","Italie","certain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003254641","0"
"254634","2","Amphore à figures noires : Dionysos et ménades",,,,,,,,,,,,"vase","vase","Amphore","terre cuite",,,,,,,,,,,"Étrurie","42.4210287479","11.7527441248","région","Italie","certain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003254634","0"
"254739","2","Amphore à figures noires : Héraclès entre deux Grâces ou Muses",,,,,,,,,,,,"vase","vase","Amphore","terre cuite",,,,,,,,,,,"Étrurie","42.4210287479","11.7527441248","région","Italie","certain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003254739","0"
"254760","2","Amphore à figures noires : Ménélas poursuivant Hélène",,,,,,,,,,,,"vase","vase","Amphore","terre cuite",,,,,,,,,,,"Étrurie","42.4210287479","11.7527441248","région","Italie","certain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003254760","0"
"254974","2","Amphore à figures rouges : Armement de Pâris",,,,,,,,,,,,"vase","vase","Amphore","terre cuite",,,,,,,,,,,"Étrurie","42.4210287479","11.7527441248","région","Italie","certain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003254974","1"
"142502","2","Amphore à figures rouges : départ du guerrier",,,,,,,,,,,,"vase","vase","Amphore","terre cuite","54 cm (hauteur)","54",,,,,,,,,"Étrurie","42.4210287479","11.7527441248","région","Italie","certain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003142502","0"
"254736","2","Amphore à figures rouges : Héraclès",,,,,,,,,,,,"vase","vase","Amphore","terre cuite",,,,,,,,,,,"Étrurie","42.4210287479","11.7527441248","région","Italie","certain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003254736","0"
"254733","2","Amphore à figures rouges : Niké ou Iris tenant un flambeau",,,,,,,,,,,,"vase","vase","Amphore","terre cuite",,,,,,,,,,,"Étrurie","42.4210287479","11.7527441248","région","Italie","certain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003254733","0"
"254926","2","Amphore à figures rouges : Thésée enlevant Coroné",,,,,,,,,,,,"vase","vase","Amphore","terre cuite",,,,,,,,,,,"Étrurie","42.4210287479","11.7527441248","région","Italie","certain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003254926","1"
"145525","2","Amphore attique à figures noires",,,,,,,,,,,,"vase","vase","Amphore","terre cuite","28,4 cm (hauteur)","28,4","Athènes","Grèce","37.998949","23.725464","ville","2e quart du 6e siècle avant J.C.","-575","-550",,,,,,"certain",,,,"British Museum","1837","Londres",,"Royaume-Uni","51.519533","-0.127000","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003145525","1"
